id,name,brand,price,mileage,fuel_type,transmission,seating_capacity,body_type,rating,use_case,features,engine_cc,safety_rating,year,image_url
29,Hyundai Verna,Hyundai,1073379.06,17.58,CNG,Automatic,5,Sedan,4.5,"City,Long Drive",Ventilated Seats|Sunroof|BlueLink|ADAS,1497,5,2023,hyundai_verna_2025.jpg
85,Tata Tiago EV 2025,Tata,996647.08,286.31,Petrol,Manual,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
19,Renault Kiger,Renault,623784.68,19.58,Diesel,Automatic,5,SUV,4.2,"City,Family",Wireless Android Auto|LED DRLs|8-inch Touchscreen,999,4,2023,renault_kiger.jpg
108,Tata Punch 2023,Tata,922150.16,19.77,Diesel,Automatic,5,SUV,4.3,"City,Off-road",ABS|Airbags|Touchscreen|Hill Assist,1199,4,2023,tata_punch.jpg
3,Tata Nexon EV,Tata,1432224.16,272.14,Diesel,Automatic,5,SUV,4.6,"City,Family",Regenerative Braking|Fast Charging|Connected Car|iRA AI,0,5,2023,tata_nexon_ev.jpg
8,Maruti Altok10,Maruti Suzuki,377397.93,19.36,Diesel,Manual,5,Hatchback,4.2,City,Compact Design|Fuel Efficient|Easy Parking,796,3,2023,maruti_suzuki_maruti_altok10.jpg
92,Volkswagen Virtus 2022,Volkswagen,1274204.72,19.27,CNG,Manual,5,Sedan,4.4,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2022,volkswagen_virtus_2024.jpg
72,Tata Safari 2023,Tata,2485610.66,15.2,Petrol,Manual,7,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2023,tata_safari_2023.jpg
27,Toyota Innova Crysta,Toyota,1736465.79,16.69,CNG,Automatic,7,MUV,4.8,"Family,Long Drive",Premium Interior|Captain Seats|Spacious|Reliable,2393,5,2023,toyota_innova_crysta.jpg
67,Kia Seltos 2023,Kia,1257728.55,18.06,Petrol,Manual,5,SUV,4.5,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
62,Mahindra XUV700 2025,Mahindra,2132540.25,17.2,CNG,Manual,7,SUV,4.8,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2025,mahindra_xuv700_2025.jpg
24,Mahindra XUV700,Mahindra,1323631.5,17.06,Petrol,Automatic,7,SUV,4.7,"Family,Long Drive,Off-road",ADAS|Panoramic Sunroof|Sony Audio|AWD,2184,5,2023,mahindra_xuv700_2025.jpg
2,Hyundai Creta,Hyundai,1058541.46,17.82,Petrol,Manual,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Touchscreen|Climate Control,1493,5,2023,hyundai_creta.jpg
76,Maruti Suzuki Baleno 2024,Maruti Suzuki,866292.87,22.03,Petrol,Automatic,5,Hatchback,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
106,Hyundai i20 2022,Hyundai,805733.23,19.12,CNG,Manual,5,Hatchback,4.9,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
73,MG Hector 2024,MG,1691592.22,16.29,CNG,Automatic,5,SUV,4.3,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
15,Toyota Glanza,Toyota,621492.78,23.45,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197,4,2023,toyota_glanza.jpg
95,Maruti Suzuki Baleno 2024,Maruti Suzuki,1049744.55,19.02,CNG,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
59,Hyundai Verna 2025,Hyundai,1518985.42,19.75,CNG,Manual,5,Sedan,4.9,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
105,Skoda Slavia 2024,Skoda,1027428.88,19.06,CNG,Automatic,5,Sedan,4.8,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498,5,2024,skoda_slavia_2024.jpg
78,Mahindra Scorpio N 2025,Mahindra,1864920.54,16.33,Petrol,Manual,7,SUV,4.4,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2025,mahindra_scorpio_n_2025.jpg
83,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1146171.21,20.26,Diesel,Manual,7,SUV,4.3,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
22,Hyundai i20,Hyundai,864448.97,17.41,CNG,Manual,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998,4,2023,hyundai_i20.jpg
102,Tata Tiago EV 2025,Tata,873789.99,300.4,CNG,Automatic,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
14,Kia Sonet,Kia,681279.68,17.11,Diesel,Manual,5,SUV,4.5,"City,Family",UVO Connect|Ventilated Seats|Air Purifier|Bose Audio,1493,4,2023,kia_sonet_2025.jpg
87,Tata Altroz 2022,Tata,856105.82,24.43,Petrol,Automatic,5,Hatchback,4.5,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
32,Tata Altroz 2022,Tata,948264.81,22.16,Diesel,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
109,Maruti Suzuki Ertiga 2025,Maruti Suzuki,1028606.91,22.64,CNG,Automatic,7,SUV,4.4,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2025,maruti_suzuki_maruti_ertiga.jpg
110,Tata Tiago EV 2023,Tata,1049036.71,285.89,CNG,Manual,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2023,tata_tiago_ev_2025.jpg
108,Tata Punch 2023,Tata,904272.21,20.4,Diesel,Automatic,5,SUV,4.3,"City,Off-road",ABS|Airbags|Touchscreen|Hill Assist,1199,4,2023,tata_punch.jpg
68,Kia Sonet 2025,Kia,1165014.17,18.81,Diesel,Manual,5,SUV,4.8,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2025,kia_sonet_2025.jpg
48,Tata Altroz 2025,Tata,836990.42,24.73,CNG,Automatic,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2025,tata_altroz_2025.jpg
89,Mahindra XUV700 2022,Mahindra,1873264.62,15.33,CNG,Automatic,7,SUV,4.4,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2022,mahindra_xuv700_2025.jpg
21,Jeep Compass,Jeep,2031745.8,13.93,Diesel,Automatic,5,SUV,4.7,"Off-road,Long Drive",4x4|Panoramic Sunroof|Uconnect|Dual-zone Climate,1956,5,2023,jeep_compass.jpg
71,Kia Sonet 2022,Kia,902079.68,18.36,Petrol,Manual,5,SUV,4.2,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2022,kia_sonet_2025.jpg
9,Hyundai Venue,Hyundai,924573.33,17.43,Petrol,Manual,5,SUV,4.3,"City,Family",BlueLink|Touchscreen|Rear Camera|Wireless Charging,998,4,2023,hyundai_venue_2025.jpg
36,Tata Harrier 2022,Tata,1686359.92,16.05,Diesel,Manual,5,SUV,4.6,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2022,tata_harrier_2025.jpg
39,Tata Tiago EV 2023,Tata,882184.14,292.37,Petrol,Automatic,5,Hatchback,4.7,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2023,tata_tiago_ev_2025.jpg
97,Maruti Suzuki Dzire 2023,Maruti Suzuki,856573.61,19.25,CNG,Automatic,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2023,maruti_suzuki_dzire_2025.jpg
101,Kia Seltos 2024,Kia,1324147.96,16.87,Diesel,Automatic,5,SUV,4.5,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2024,kia_seltos_2024.jpg
99,Hyundai Verna 2025,Hyundai,1214238.11,16.96,Petrol,Automatic,5,Sedan,4.8,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
56,Maruti Suzuki Dzire 2022,Maruti Suzuki,771121.01,21.42,CNG,Manual,5,Sedan,4.7,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2022,maruti_suzuki_dzire_2025.jpg
77,Tata Altroz 2024,Tata,871007.16,20.28,Petrol,Automatic,5,Hatchback,4.7,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2024,tata_altroz_2025.jpg
16,MG Hector,MG,1641910.61,14.08,Diesel,Automatic,5,SUV,4.5,"Family,Long Drive",Panoramic Sunroof|AI Assistant|360 Camera|ADAS,1956,5,2023,mg_hector_2025.jpg
7,Toyota Fortuner,Toyota,3812456.35,14.12,Diesel,Manual,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755,5,2023,toyota_fortuner.jpg
92,Volkswagen Virtus 2022,Volkswagen,1360047.36,18.86,Petrol,Automatic,5,Sedan,4.4,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2022,volkswagen_virtus_2024.jpg
54,Maruti Suzuki Dzire 2025,Maruti Suzuki,771807.13,23.53,Diesel,Manual,5,Sedan,4.4,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2025,maruti_suzuki_dzire_2025.jpg
35,Tata Altroz 2025,Tata,777193.07,21.12,CNG,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2025,tata_altroz_2025.jpg
84,Hyundai i20 2022,Hyundai,1079731.18,17.23,Petrol,Automatic,5,Hatchback,4.6,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
30,Kia Carens,Kia,1064212.76,14.72,Diesel,Manual,7,MUV,4.6,"Family,Long Drive",6/7 Seater|Ventilated Seats|UVO Connect|Sunroof,1497,5,2023,kia_carens.jpg
60,Volkswagen Virtus 2024,Volkswagen,1114304.53,19.26,Diesel,Automatic,5,Sedan,4.9,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
96,MG ZS EV 2024,MG,2429632.03,429.47,Petrol,Automatic,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
61,Kia Seltos 2024,Kia,1267678.71,18.09,CNG,Automatic,5,SUV,4.6,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2024,kia_seltos_2024.jpg
17,Volkswagen Virtus,Volkswagen,1265719.99,17.87,CNG,Automatic,5,Sedan,4.6,"City,Long Drive",Ventilated Seats|Digital Cockpit|Wireless Charging,1498,5,2023,volkswagen_virtus_2024.jpg
85,Tata Tiago EV 2025,Tata,968708.29,259.32,Diesel,Manual,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
37,Tata Harrier 2024,Tata,1719901.97,15.12,Diesel,Manual,5,SUV,4.6,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2024,tata_harrier_2025.jpg
52,Tata Altroz 2025,Tata,877005.79,21.27,Diesel,Manual,5,Hatchback,4.9,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2025,tata_altroz_2025.jpg
10,Tata Punch,Tata,713715.89,18.75,Diesel,Automatic,5,SUV,4.4,"City,Family",Ground Clearance|Spacious|Safety Features|Digital Cluster,1199,5,2023,tata_punch.jpg
82,Mahindra XUV700 2022,Mahindra,2335830.13,18.78,Diesel,Manual,7,SUV,4.8,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2022,mahindra_xuv700_2025.jpg
69,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1172333.56,19.35,CNG,Manual,7,SUV,4.5,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
91,Mahindra Scorpio N 2024,Mahindra,1774107.1,14.87,Diesel,Manual,7,SUV,4.5,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
94,Hyundai i20 2022,Hyundai,878246.02,20.37,Petrol,Automatic,5,Hatchback,4.7,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
100,Mahindra Scorpio N 2024,Mahindra,1889271.61,15.76,Petrol,Manual,7,SUV,4.3,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
102,Tata Tiago EV 2025,Tata,1042430.8,323.53,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
94,Hyundai i20 2022,Hyundai,866884.35,17.48,Petrol,Manual,5,Hatchback,4.7,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
43,Maruti Suzuki Ertiga 2023,Maruti Suzuki,1207372.12,18.62,Petrol,Automatic,7,SUV,4.8,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2023,maruti_suzuki_maruti_ertiga.jpg
106,Hyundai i20 2022,Hyundai,812420.17,22.2,Petrol,Manual,5,Hatchback,4.9,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
80,MG Hector 2024,MG,1692509.21,15.03,Diesel,Manual,5,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
15,Toyota Glanza,Toyota,594117.67,19.25,CNG,Automatic,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197,4,2023,toyota_glanza.jpg
42,Mahindra XUV700 2023,Mahindra,2033785.0,16.17,CNG,Manual,7,SUV,4.2,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2023,mahindra_xuv700_2025.jpg
58,Kia Seltos 2024,Kia,1297195.47,17.57,CNG,Automatic,5,SUV,4.2,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2024,kia_seltos_2024.jpg
75,Honda Amaze 2023,Honda,794636.2,17.01,CNG,Automatic,5,Sedan,4.8,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
103,Honda Amaze 2024,Honda,884080.0,18.28,Petrol,Manual,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2024,honda_amaze_2024.jpg
36,Tata Harrier 2022,Tata,1804960.98,15.47,Petrol,Automatic,5,SUV,4.6,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2022,tata_harrier_2025.jpg
96,MG ZS EV 2024,MG,2570072.29,400.55,Petrol,Automatic,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
91,Mahindra Scorpio N 2024,Mahindra,1811603.59,14.04,CNG,Automatic,7,SUV,4.5,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
63,Mahindra Scorpio N 2024,Mahindra,1683002.26,13.42,Diesel,Automatic,7,SUV,4.5,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
24,Mahindra XUV700,Mahindra,1245007.33,16.63,CNG,Automatic,7,SUV,4.7,"Family,Long Drive,Off-road",ADAS|Panoramic Sunroof|Sony Audio|AWD,2184,5,2023,mahindra_xuv700_2025.jpg
47,Tata Tiago EV 2025,Tata,1034860.89,322.67,Diesel,Automatic,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
97,Maruti Suzuki Dzire 2023,Maruti Suzuki,689400.36,19.68,CNG,Automatic,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2023,maruti_suzuki_dzire_2025.jpg
8,Maruti Altok10,Maruti Suzuki,410376.4,22.72,CNG,Automatic,5,Hatchback,4.2,City,Compact Design|Fuel Efficient|Easy Parking,796,3,2023,maruti_suzuki_maruti_altok10.jpg
2,Hyundai Creta,Hyundai,1041400.28,16.47,CNG,Automatic,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Touchscreen|Climate Control,1493,5,2023,hyundai_creta.jpg
110,Tata Tiago EV 2023,Tata,941117.96,318.95,Petrol,Automatic,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2023,tata_tiago_ev_2025.jpg
109,Maruti Suzuki Ertiga 2025,Maruti Suzuki,1219547.11,19.23,Petrol,Manual,7,SUV,4.4,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2025,maruti_suzuki_maruti_ertiga.jpg
5,Mahindra Thar,Mahindra,1546961.0,14.28,CNG,Automatic,4,SUV,4.8,"Off-road,Long Drive",4x4|Convertible Top|Off-road Tyres|Hill Assist,2184,4,2023,mahindra_thar.jpg
66,MG Hector 2025,MG,1926764.3,14.94,Petrol,Manual,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2025,mg_hector_2025.jpg
46,Kia Seltos 2023,Kia,1371044.87,16.25,CNG,Automatic,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
83,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1185156.56,17.45,Petrol,Automatic,7,SUV,4.3,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
25,Honda Elevate,Honda,1308439.32,18.33,Diesel,Automatic,5,SUV,4.5,"Family,City",Lane Keep Assist|ADAS|Wireless Charging|Sunroof,1498,5,2023,honda_elevate.jpg
86,Hyundai Verna 2025,Hyundai,1593854.3,18.13,CNG,Manual,5,Sedan,4.5,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
22,Hyundai i20,Hyundai,834596.06,21.47,Petrol,Manual,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998,4,2023,hyundai_i20.jpg
27,Toyota Innova Crysta,Toyota,2058062.11,15.69,Petrol,Automatic,7,MUV,4.8,"Family,Long Drive",Premium Interior|Captain Seats|Spacious|Reliable,2393,5,2023,toyota_innova_crysta.jpg
12,Maruti Baleno,Maruti Suzuki,747588.65,19.84,Diesel,Automatic,5,Hatchback,4.4,"City,Family",Smartplay Studio|Head-up Display|Premium Interior,1197,4,2023,maruti_suzuki_maruti_baleno.jpg
6,Kia Seltos,Kia,1121103.72,17.36,CNG,Manual,5,SUV,4.5,"City,Family",UVO Connect|Air Purifier|Wireless Charger|360 Camera,1497,5,2023,kia_seltos_2024.jpg
87,Tata Altroz 2022,Tata,799893.51,21.85,Diesel,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
65,Kia Seltos 2023,Kia,1296714.69,15.44,CNG,Automatic,5,SUV,4.9,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
95,Maruti Suzuki Baleno 2024,Maruti Suzuki,923527.84,21.5,Petrol,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
57,Tata Tiago EV 2022,Tata,1032125.04,344.58,Diesel,Automatic,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2022,tata_tiago_ev_2025.jpg
64,Mahindra Scorpio N 2022,Mahindra,1967126.34,13.14,Diesel,Manual,7,SUV,4.6,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2022,mahindra_scorpio_n_2025.jpg
71,Kia Sonet 2022,Kia,1165694.5,17.03,Petrol,Automatic,5,SUV,4.2,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2022,kia_sonet_2025.jpg
73,MG Hector 2024,MG,1700507.82,15.25,Petrol,Manual,5,SUV,4.3,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
51,Honda Amaze 2022,Honda,1005898.94,19.88,Diesel,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2022,honda_amaze_2024.jpg
44,Honda Amaze 2023,Honda,828643.44,19.73,Petrol,Manual,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
33,Hyundai Verna 2023,Hyundai,1739440.95,16.28,Petrol,Manual,5,Sedan,4.7,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2023,hyundai_verna_2025.jpg
