id,make,model,year,price,body_type,fuel_type,transmission,engine_size,horsepower,seating_capacity,fuel_economy,safety_rating,features,description
327,Kia,EV6,2019,40613,Luxury,Electric,Automatic,0.0,525,5,92,5,"Navigation System, Bluetooth, Sunroof, Android Auto, Cruise Control, Heated Seats",The 2019 Kia EV6 is a premium Luxury offering exceptional performance and modern features like Navigation System and Bluetooth.
328,Mercedes-Benz,S-Class,2022,66661,SUV,Petrol,Manual,3.5,170,5,35,5,"Sunroof, Leather Seats, Blind Spot Monitor, Heated Seats",The 2022 Mercedes-Benz S-Class is a premium SUV offering exceptional performance and modern features like Sunroof and Leather Seats.
329,Ford,Mustang,2023,25534,Coupe,Petrol,Automatic,1.9,136,2,27,3,"Sunroof, Blind Spot Monitor, Bluetooth",The 2023 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Sunroof and Blind Spot Monitor.
330,Audi,A6,2019,56665,SUV,Petrol,Automatic,4.3,376,5,23,4,"Apple CarPlay, Android Auto, Cruise Control",The 2019 Audi A6 is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Android Auto.
331,Toyota,Corolla,2020,25773,Truck,Diesel,Automatic,3.5,448,5,19,4,"Bluetooth, Cruise Control, Heated Seats",The 2020 Toyota Corolla is a premium Truck offering exceptional performance and modern features like Bluetooth and Cruise Control.
332,Mercedes-Benz,E-Class,2023,59045,Truck,Petrol,Automatic,4.6,462,5,24,4,"Apple CarPlay, Cruise Control, Sunroof, Navigation System",The 2023 Mercedes-Benz E-Class is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Cruise Control.
333,Honda,CR-V,2020,40479,SUV,Hybrid,Automatic,3.5,501,5,20,5,"Navigation System, Sunroof, Bluetooth, Heated Seats",The 2020 Honda CR-V is a premium SUV offering exceptional performance and modern features like Navigation System and Sunroof.
334,Tesla,Model Y,2020,62057,SUV,Electric,Automatic,0.0,306,5,118,5,"Blind Spot Monitor, Backup Camera, Android Auto, Cruise Control, Heated Seats, Leather Seats",The 2020 Tesla Model Y is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Backup Camera.
335,Honda,Pilot,2021,45914,SUV,Petrol,Automatic,2.5,191,5,31,3,"Android Auto, Blind Spot Monitor, Apple CarPlay, Navigation System",The 2021 Honda Pilot is a premium SUV offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
336,Hyundai,Elantra,2022,36154,SUV,Petrol,Automatic,4.1,429,5,31,4,"Cruise Control, Bluetooth, Backup Camera",The 2022 Hyundai Elantra is a premium SUV offering exceptional performance and modern features like Cruise Control and Bluetooth.
337,Ford,Mach-E,2021,47617,Hatchback,Electric,Automatic,0.0,499,5,91,5,"Sunroof, Bluetooth, Apple CarPlay, Cruise Control, Android Auto, Blind Spot Monitor",The 2021 Ford Mach-E is a premium Hatchback offering exceptional performance and modern features like Sunroof and Bluetooth.
338,Hyundai,Santa Fe,2024,46691,Sedan,Petrol,Manual,3.7,449,5,39,3,"Sunroof, Apple CarPlay, Heated Seats",The 2024 Hyundai Santa Fe is a premium Sedan offering exceptional performance and modern features like Sunroof and Apple CarPlay.
339,Tesla,Model 3,2024,72538,Sedan,Electric,Automatic,0.0,670,5,118,3,"Leather Seats, Blind Spot Monitor, Backup Camera, Heated Seats, Android Auto, Cruise Control",The 2024 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
340,Chevrolet,Silverado,2022,68075,Truck,Hybrid,Manual,1.5,131,5,20,5,"Sunroof, Cruise Control, Heated Seats",The 2022 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Sunroof and Cruise Control.
341,Chevrolet,Malibu,2023,41928,Sedan,Hybrid,Manual,2.0,496,5,34,4,"Sunroof, Blind Spot Monitor, Bluetooth, Apple CarPlay, Backup Camera",The 2023 Chevrolet Malibu is a premium Sedan offering exceptional performance and modern features like Sunroof and Blind Spot Monitor.
342,Hyundai,Santa Fe,2019,45694,Luxury,Petrol,Automatic,3.6,428,5,37,5,"Apple CarPlay, Cruise Control, Navigation System, Blind Spot Monitor, Backup Camera",The 2019 Hyundai Santa Fe is a premium Luxury offering exceptional performance and modern features like Apple CarPlay and Cruise Control.
343,Honda,Pilot,2020,28407,Luxury,Petrol,Automatic,2.6,471,5,36,5,"Backup Camera, Android Auto, Navigation System, Sunroof, Bluetooth",The 2020 Honda Pilot is a premium Luxury offering exceptional performance and modern features like Backup Camera and Android Auto.
344,Audi,Q7,2019,64394,SUV,Petrol,Automatic,1.2,591,5,34,5,"Navigation System, Blind Spot Monitor, Heated Seats, Bluetooth, Backup Camera",The 2019 Audi Q7 is a premium SUV offering exceptional performance and modern features like Navigation System and Blind Spot Monitor.
345,Tesla,Model X,2024,65339,SUV,Electric,Automatic,0.0,669,7,111,4,"Android Auto, Blind Spot Monitor, Cruise Control",The 2024 Tesla Model X is a premium SUV offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
346,Chevrolet,Corvette,2022,70390,Coupe,Petrol,Automatic,3.1,156,2,32,4,"Leather Seats, Sunroof, Heated Seats, Bluetooth",The 2022 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Leather Seats and Sunroof.
347,BMW,X5,2021,64017,SUV,Petrol,Manual,3.0,580,5,29,4,"Heated Seats, Android Auto, Leather Seats, Blind Spot Monitor",The 2021 BMW X5 is a premium SUV offering exceptional performance and modern features like Heated Seats and Android Auto.
348,BMW,3 Series,2019,51168,Truck,Petrol,Automatic,2.8,415,5,18,4,"Bluetooth, Blind Spot Monitor, Leather Seats",The 2019 BMW 3 Series is a premium Truck offering exceptional performance and modern features like Bluetooth and Blind Spot Monitor.
349,Chevrolet,Silverado,2019,73382,Truck,Petrol,Manual,1.4,357,5,20,4,"Backup Camera, Bluetooth, Cruise Control",The 2019 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Backup Camera and Bluetooth.
350,Toyota,Camry,2023,42794,SUV,Petrol,Automatic,1.8,246,5,32,5,"Android Auto, Apple CarPlay, Blind Spot Monitor, Sunroof, Cruise Control, Heated Seats",The 2023 Toyota Camry is a premium SUV offering exceptional performance and modern features like Android Auto and Apple CarPlay.
351,Audi,A4,2019,60748,SUV,Hybrid,Automatic,3.4,161,7,39,3,"Apple CarPlay, Android Auto, Heated Seats",The 2019 Audi A4 is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Android Auto.
352,Audi,A4,2022,56567,Truck,Petrol,Automatic,1.4,315,5,18,5,"Heated Seats, Blind Spot Monitor, Bluetooth, Apple CarPlay, Backup Camera, Cruise Control",The 2022 Audi A4 is a premium Truck offering exceptional performance and modern features like Heated Seats and Blind Spot Monitor.
353,Hyundai,Tucson,2021,46782,SUV,Petrol,Automatic,2.8,390,5,22,4,"Blind Spot Monitor, Android Auto, Leather Seats, Heated Seats, Bluetooth",The 2021 Hyundai Tucson is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Android Auto.
354,Audi,Q7,2024,60095,SUV,Hybrid,Automatic,4.5,286,7,37,4,"Android Auto, Heated Seats, Sunroof, Navigation System, Cruise Control",The 2024 Audi Q7 is a premium SUV offering exceptional performance and modern features like Android Auto and Heated Seats.
355,Kia,Sportage,2021,46073,Truck,Petrol,Automatic,4.4,567,5,16,5,"Leather Seats, Blind Spot Monitor, Sunroof, Cruise Control",The 2021 Kia Sportage is a premium Truck offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
356,Audi,A4,2022,64953,Truck,Electric,Automatic,0.0,607,3,16,4,"Navigation System, Leather Seats, Apple CarPlay, Cruise Control, Android Auto",The 2022 Audi A4 is a premium Truck offering exceptional performance and modern features like Navigation System and Leather Seats.
357,Audi,A6,2024,65857,Coupe,Hybrid,Automatic,2.7,390,4,37,3,"Backup Camera, Bluetooth, Sunroof, Navigation System",The 2024 Audi A6 is a premium Coupe offering exceptional performance and modern features like Backup Camera and Bluetooth.
358,Toyota,Prius,2020,36267,SUV,Petrol,Automatic,2.0,444,7,28,5,"Sunroof, Leather Seats, Bluetooth",The 2020 Toyota Prius is a premium SUV offering exceptional performance and modern features like Sunroof and Leather Seats.
359,Kia,EV6,2024,40138,Luxury,Electric,Automatic,0.0,545,5,93,4,"Blind Spot Monitor, Apple CarPlay, Leather Seats, Navigation System",The 2024 Kia EV6 is a premium Luxury offering exceptional performance and modern features like Blind Spot Monitor and Apple CarPlay.
360,Tesla,Model Y,2022,62458,SUV,Electric,Automatic,0.0,783,5,92,5,"Leather Seats, Cruise Control, Bluetooth, Heated Seats, Sunroof, Android Auto",The 2022 Tesla Model Y is a premium SUV offering exceptional performance and modern features like Leather Seats and Cruise Control.
361,Hyundai,Sonata,2019,47567,Coupe,Petrol,Automatic,3.0,124,2,26,3,"Android Auto, Apple CarPlay, Sunroof, Heated Seats, Navigation System, Bluetooth",The 2019 Hyundai Sonata is a premium Coupe offering exceptional performance and modern features like Android Auto and Apple CarPlay.
362,Mercedes-Benz,C-Class,2022,60680,SUV,Petrol,Automatic,1.7,264,5,25,3,"Apple CarPlay, Bluetooth, Navigation System, Cruise Control, Sunroof",The 2022 Mercedes-Benz C-Class is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Bluetooth.
363,Hyundai,Ioniq 5,2019,30408,Coupe,Electric,Automatic,0.0,488,4,127,4,"Blind Spot Monitor, Sunroof, Heated Seats",The 2019 Hyundai Ioniq 5 is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Sunroof.
364,Toyota,RAV4,2020,39849,SUV,Petrol,Automatic,1.6,494,5,26,3,"Backup Camera, Heated Seats, Sunroof, Blind Spot Monitor, Cruise Control, Navigation System",The 2020 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Backup Camera and Heated Seats.
365,Honda,HR-V,2020,39895,Hatchback,Electric,Automatic,0.0,431,5,128,4,"Navigation System, Bluetooth, Android Auto, Blind Spot Monitor, Leather Seats",The 2020 Honda HR-V is a premium Hatchback offering exceptional performance and modern features like Navigation System and Bluetooth.
366,BMW,5 Series,2021,65523,Hatchback,Diesel,Manual,3.2,410,5,26,3,"Sunroof, Blind Spot Monitor, Android Auto",The 2021 BMW 5 Series is a premium Hatchback offering exceptional performance and modern features like Sunroof and Blind Spot Monitor.
367,Chevrolet,Corvette,2019,61211,Coupe,Hybrid,Automatic,2.4,204,4,25,3,"Backup Camera, Cruise Control, Bluetooth, Sunroof, Apple CarPlay",The 2019 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Backup Camera and Cruise Control.
368,Chevrolet,Corvette,2024,80750,Coupe,Petrol,Automatic,1.7,166,2,43,5,"Bluetooth, Sunroof, Backup Camera, Blind Spot Monitor, Android Auto",The 2024 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Bluetooth and Sunroof.
369,Mercedes-Benz,C-Class,2021,54551,Sedan,Petrol,Automatic,1.6,490,5,41,5,"Cruise Control, Navigation System, Android Auto",The 2021 Mercedes-Benz C-Class is a premium Sedan offering exceptional performance and modern features like Cruise Control and Navigation System.
370,Kia,K5,2020,45981,Luxury,Petrol,Automatic,1.4,526,5,28,3,"Leather Seats, Cruise Control, Backup Camera, Apple CarPlay, Sunroof, Navigation System",The 2020 Kia K5 is a premium Luxury offering exceptional performance and modern features like Leather Seats and Cruise Control.
371,Hyundai,Ioniq 5,2020,42948,Hatchback,Electric,Automatic,0.0,469,5,112,3,"Heated Seats, Navigation System, Android Auto",The 2020 Hyundai Ioniq 5 is a premium Hatchback offering exceptional performance and modern features like Heated Seats and Navigation System.
372,Kia,Forte,2023,44354,Sedan,Petrol,Automatic,2.5,244,5,22,4,"Sunroof, Backup Camera, Cruise Control",The 2023 Kia Forte is a premium Sedan offering exceptional performance and modern features like Sunroof and Backup Camera.
373,Mercedes-Benz,S-Class,2022,71015,Luxury,Diesel,Automatic,4.8,235,5,32,4,"Android Auto, Apple CarPlay, Sunroof",The 2022 Mercedes-Benz S-Class is a premium Luxury offering exceptional performance and modern features like Android Auto and Apple CarPlay.
374,Hyundai,Sonata,2021,42943,Luxury,Petrol,Automatic,4.1,362,5,41,5,"Heated Seats, Bluetooth, Navigation System, Backup Camera, Apple CarPlay, Blind Spot Monitor",The 2021 Hyundai Sonata is a premium Luxury offering exceptional performance and modern features like Heated Seats and Bluetooth.
375,Ford,Mach-E,2020,42482,SUV,Electric,Automatic,0.0,546,5,96,5,"Heated Seats, Android Auto, Blind Spot Monitor, Backup Camera, Navigation System",The 2020 Ford Mach-E is a premium SUV offering exceptional performance and modern features like Heated Seats and Android Auto.
376,Kia,Sorento,2022,35737,Truck,Hybrid,Automatic,2.3,175,5,18,3,"Leather Seats, Bluetooth, Backup Camera, Apple CarPlay, Heated Seats",The 2022 Kia Sorento is a premium Truck offering exceptional performance and modern features like Leather Seats and Bluetooth.
377,Tesla,Model X,2022,60531,SUV,Electric,Automatic,0.0,430,5,107,4,"Cruise Control, Heated Seats, Bluetooth, Sunroof",The 2022 Tesla Model X is a premium SUV offering exceptional performance and modern features like Cruise Control and Heated Seats.
378,Ford,F-150,2024,48088,Truck,Petrol,Automatic,3.0,472,3,24,5,"Blind Spot Monitor, Navigation System, Android Auto, Bluetooth, Heated Seats",The 2024 Ford F-150 is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Navigation System.
379,Tesla,Model X,2023,71894,SUV,Electric,Automatic,0.0,261,5,121,4,"Cruise Control, Backup Camera, Bluetooth, Apple CarPlay, Heated Seats",The 2023 Tesla Model X is a premium SUV offering exceptional performance and modern features like Cruise Control and Backup Camera.
380,Kia,EV6,2023,32281,Coupe,Electric,Automatic,0.0,392,4,118,5,"Heated Seats, Apple CarPlay, Navigation System",The 2023 Kia EV6 is a premium Coupe offering exceptional performance and modern features like Heated Seats and Apple CarPlay.
381,Ford,Explorer,2020,45541,SUV,Petrol,Automatic,3.4,561,5,35,3,"Cruise Control, Leather Seats, Apple CarPlay",The 2020 Ford Explorer is a premium SUV offering exceptional performance and modern features like Cruise Control and Leather Seats.
382,Honda,Pilot,2023,40733,Truck,Hybrid,Manual,1.8,245,5,17,4,"Blind Spot Monitor, Navigation System, Bluetooth",The 2023 Honda Pilot is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Navigation System.
383,Audi,Q7,2021,60550,SUV,Petrol,Automatic,1.7,291,5,31,5,"Android Auto, Sunroof, Cruise Control, Heated Seats",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Android Auto and Sunroof.
384,Kia,K5,2023,39621,Coupe,Petrol,Automatic,1.3,432,2,40,4,"Navigation System, Heated Seats, Cruise Control, Apple CarPlay, Bluetooth",The 2023 Kia K5 is a premium Coupe offering exceptional performance and modern features like Navigation System and Heated Seats.
385,Honda,Accord,2020,33788,Luxury,Petrol,Automatic,4.5,306,5,37,5,"Android Auto, Navigation System, Heated Seats, Backup Camera, Cruise Control",The 2020 Honda Accord is a premium Luxury offering exceptional performance and modern features like Android Auto and Navigation System.
386,BMW,X3,2021,73254,SUV,Hybrid,Automatic,2.9,202,5,29,3,"Leather Seats, Bluetooth, Backup Camera, Heated Seats, Blind Spot Monitor",The 2021 BMW X3 is a premium SUV offering exceptional performance and modern features like Leather Seats and Bluetooth.
387,Chevrolet,Malibu,2023,35345,Luxury,Petrol,Automatic,3.5,582,5,32,3,"Android Auto, Apple CarPlay, Backup Camera, Heated Seats, Navigation System",The 2023 Chevrolet Malibu is a premium Luxury offering exceptional performance and modern features like Android Auto and Apple CarPlay.
388,Audi,A4,2020,67136,Coupe,Petrol,Manual,4.6,225,2,28,4,"Sunroof, Navigation System, Backup Camera",The 2020 Audi A4 is a premium Coupe offering exceptional performance and modern features like Sunroof and Navigation System.
389,Mercedes-Benz,GLC,2020,66984,Truck,Petrol,Automatic,2.3,128,5,23,3,"Sunroof, Navigation System, Bluetooth, Backup Camera",The 2020 Mercedes-Benz GLC is a premium Truck offering exceptional performance and modern features like Sunroof and Navigation System.
390,Audi,A4,2021,52370,SUV,Hybrid,Automatic,3.7,258,5,23,3,"Backup Camera, Sunroof, Heated Seats",The 2021 Audi A4 is a premium SUV offering exceptional performance and modern features like Backup Camera and Sunroof.
391,Chevrolet,Corvette,2021,74831,Coupe,Petrol,Automatic,4.7,327,2,38,4,"Backup Camera, Navigation System, Apple CarPlay, Sunroof, Android Auto, Cruise Control",The 2021 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Backup Camera and Navigation System.
392,Kia,Forte,2023,40682,Coupe,Petrol,Automatic,4.1,368,4,29,5,"Heated Seats, Blind Spot Monitor, Leather Seats, Apple CarPlay",The 2023 Kia Forte is a premium Coupe offering exceptional performance and modern features like Heated Seats and Blind Spot Monitor.
393,Ford,Escape,2022,30057,Coupe,Hybrid,Manual,2.3,386,4,36,4,"Leather Seats, Blind Spot Monitor, Android Auto, Backup Camera, Cruise Control, Navigation System",The 2022 Ford Escape is a premium Coupe offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
394,Audi,A4,2020,54071,Sedan,Petrol,Automatic,3.5,177,5,24,3,"Apple CarPlay, Cruise Control, Navigation System",The 2020 Audi A4 is a premium Sedan offering exceptional performance and modern features like Apple CarPlay and Cruise Control.
395,Kia,Forte,2021,35976,Sedan,Petrol,Manual,3.5,528,5,44,5,"Backup Camera, Apple CarPlay, Android Auto, Cruise Control, Sunroof",The 2021 Kia Forte is a premium Sedan offering exceptional performance and modern features like Backup Camera and Apple CarPlay.
396,BMW,X5,2023,53543,SUV,Electric,Automatic,0.0,449,5,105,4,"Cruise Control, Navigation System, Leather Seats, Apple CarPlay, Backup Camera, Android Auto",The 2023 BMW X5 is a premium SUV offering exceptional performance and modern features like Cruise Control and Navigation System.
397,Honda,HR-V,2022,39842,SUV,Diesel,Automatic,2.2,327,7,43,4,"Sunroof, Android Auto, Heated Seats",The 2022 Honda HR-V is a premium SUV offering exceptional performance and modern features like Sunroof and Android Auto.
398,Chevrolet,Equinox,2023,36926,Truck,Petrol,Automatic,4.3,520,5,15,4,"Sunroof, Blind Spot Monitor, Heated Seats, Android Auto",The 2023 Chevrolet Equinox is a premium Truck offering exceptional performance and modern features like Sunroof and Blind Spot Monitor.
399,Toyota,Corolla,2019,34120,Truck,Electric,Automatic,0.0,575,3,18,3,"Heated Seats, Android Auto, Backup Camera, Sunroof, Leather Seats, Bluetooth",The 2019 Toyota Corolla is a premium Truck offering exceptional performance and modern features like Heated Seats and Android Auto.
400,Toyota,RAV4,2020,35255,SUV,Petrol,Automatic,2.9,297,5,35,3,"Bluetooth, Blind Spot Monitor, Navigation System, Leather Seats, Sunroof, Backup Camera",The 2020 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Bluetooth and Blind Spot Monitor.
401,BMW,M3,2024,62546,Coupe,Hybrid,Automatic,3.3,317,2,34,5,"Navigation System, Sunroof, Backup Camera",The 2024 BMW M3 is a premium Coupe offering exceptional performance and modern features like Navigation System and Sunroof.
402,Chevrolet,Silverado,2024,74567,Truck,Petrol,Automatic,4.8,466,5,16,4,"Sunroof, Heated Seats, Bluetooth, Blind Spot Monitor",The 2024 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Sunroof and Heated Seats.
403,BMW,X5,2021,63546,SUV,Hybrid,Manual,4.2,219,7,38,5,"Sunroof, Apple CarPlay, Backup Camera, Heated Seats, Cruise Control",The 2021 BMW X5 is a premium SUV offering exceptional performance and modern features like Sunroof and Apple CarPlay.
404,Tesla,Model X,2024,65153,SUV,Electric,Automatic,0.0,308,7,117,4,"Sunroof, Cruise Control, Backup Camera, Android Auto, Blind Spot Monitor",The 2024 Tesla Model X is a premium SUV offering exceptional performance and modern features like Sunroof and Cruise Control.
405,Ford,F-150,2021,37682,Truck,Petrol,Automatic,1.4,531,5,19,4,"Blind Spot Monitor, Sunroof, Leather Seats, Apple CarPlay, Android Auto",The 2021 Ford F-150 is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Sunroof.
406,BMW,X5,2022,70850,SUV,Petrol,Automatic,2.3,575,7,36,5,"Bluetooth, Blind Spot Monitor, Sunroof, Navigation System, Backup Camera",The 2022 BMW X5 is a premium SUV offering exceptional performance and modern features like Bluetooth and Blind Spot Monitor.
407,Honda,HR-V,2019,30599,Coupe,Hybrid,Automatic,4.3,445,4,25,5,"Sunroof, Android Auto, Backup Camera, Bluetooth",The 2019 Honda HR-V is a premium Coupe offering exceptional performance and modern features like Sunroof and Android Auto.
408,Toyota,Corolla,2022,46323,Sedan,Hybrid,Automatic,1.2,588,5,21,5,"Sunroof, Bluetooth, Heated Seats, Android Auto",The 2022 Toyota Corolla is a premium Sedan offering exceptional performance and modern features like Sunroof and Bluetooth.
409,Honda,Pilot,2020,43549,Truck,Diesel,Automatic,4.7,424,5,21,5,"Apple CarPlay, Sunroof, Bluetooth, Cruise Control, Heated Seats",The 2020 Honda Pilot is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Sunroof.
410,Honda,Pilot,2020,43385,Luxury,Petrol,Automatic,4.7,442,5,31,5,"Leather Seats, Sunroof, Bluetooth, Navigation System, Heated Seats",The 2020 Honda Pilot is a premium Luxury offering exceptional performance and modern features like Leather Seats and Sunroof.
411,Audi,A6,2020,54498,SUV,Petrol,Automatic,1.8,292,7,39,4,"Navigation System, Sunroof, Backup Camera, Heated Seats, Leather Seats, Blind Spot Monitor",The 2020 Audi A6 is a premium SUV offering exceptional performance and modern features like Navigation System and Sunroof.
412,BMW,X3,2024,55024,SUV,Hybrid,Automatic,3.2,476,7,30,4,"Sunroof, Android Auto, Leather Seats, Bluetooth, Navigation System, Backup Camera",The 2024 BMW X3 is a premium SUV offering exceptional performance and modern features like Sunroof and Android Auto.
413,Kia,K5,2023,41608,SUV,Petrol,Automatic,2.2,563,7,25,5,"Bluetooth, Apple CarPlay, Leather Seats, Heated Seats, Navigation System, Android Auto",The 2023 Kia K5 is a premium SUV offering exceptional performance and modern features like Bluetooth and Apple CarPlay.
414,Kia,K5,2020,45616,Hatchback,Hybrid,Automatic,5.0,361,5,44,5,"Android Auto, Sunroof, Navigation System, Backup Camera, Cruise Control, Blind Spot Monitor",The 2020 Kia K5 is a premium Hatchback offering exceptional performance and modern features like Android Auto and Sunroof.
415,Ford,F-150,2024,29133,Truck,Petrol,Automatic,2.6,198,3,15,5,"Leather Seats, Cruise Control, Bluetooth, Blind Spot Monitor",The 2024 Ford F-150 is a premium Truck offering exceptional performance and modern features like Leather Seats and Cruise Control.
416,BMW,5 Series,2023,71700,SUV,Diesel,Automatic,2.6,395,5,33,4,"Navigation System, Bluetooth, Heated Seats",The 2023 BMW 5 Series is a premium SUV offering exceptional performance and modern features like Navigation System and Bluetooth.
417,Kia,Sportage,2024,29725,Luxury,Petrol,Automatic,4.0,479,5,20,4,"Sunroof, Leather Seats, Bluetooth, Blind Spot Monitor, Android Auto, Heated Seats",The 2024 Kia Sportage is a premium Luxury offering exceptional performance and modern features like Sunroof and Leather Seats.
418,Hyundai,Elantra,2020,46596,Hatchback,Petrol,Automatic,1.8,350,5,29,4,"Heated Seats, Backup Camera, Cruise Control, Bluetooth, Navigation System, Leather Seats",The 2020 Hyundai Elantra is a premium Hatchback offering exceptional performance and modern features like Heated Seats and Backup Camera.
419,Tesla,Model 3,2022,62944,Sedan,Electric,Automatic,0.0,664,5,117,5,"Heated Seats, Bluetooth, Cruise Control, Android Auto, Navigation System",The 2022 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Heated Seats and Bluetooth.
420,Kia,EV6,2023,35860,Truck,Electric,Automatic,0.0,612,5,23,5,"Leather Seats, Backup Camera, Sunroof, Android Auto, Navigation System",The 2023 Kia EV6 is a premium Truck offering exceptional performance and modern features like Leather Seats and Backup Camera.
421,Honda,Civic,2022,27650,Sedan,Diesel,Manual,2.3,501,5,35,5,"Bluetooth, Backup Camera, Android Auto, Leather Seats, Navigation System, Heated Seats",The 2022 Honda Civic is a premium Sedan offering exceptional performance and modern features like Bluetooth and Backup Camera.
422,Ford,Mach-E,2023,29712,Luxury,Electric,Automatic,0.0,693,5,106,5,"Sunroof, Navigation System, Cruise Control",The 2023 Ford Mach-E is a premium Luxury offering exceptional performance and modern features like Sunroof and Navigation System.
423,Ford,Mustang,2024,33183,Coupe,Petrol,Automatic,2.7,464,4,39,4,"Android Auto, Heated Seats, Cruise Control, Leather Seats, Bluetooth",The 2024 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Android Auto and Heated Seats.
424,BMW,3 Series,2020,53770,Truck,Petrol,Automatic,1.3,498,5,21,3,"Android Auto, Bluetooth, Navigation System, Blind Spot Monitor",The 2020 BMW 3 Series is a premium Truck offering exceptional performance and modern features like Android Auto and Bluetooth.
425,Chevrolet,Silverado,2024,66461,Truck,Diesel,Automatic,3.9,541,5,15,5,"Sunroof, Bluetooth, Heated Seats, Blind Spot Monitor",The 2024 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Sunroof and Bluetooth.
426,Toyota,Highlander,2020,33458,Coupe,Hybrid,Automatic,3.7,476,2,27,4,"Heated Seats, Sunroof, Backup Camera, Bluetooth, Blind Spot Monitor, Leather Seats",The 2020 Toyota Highlander is a premium Coupe offering exceptional performance and modern features like Heated Seats and Sunroof.
427,Mercedes-Benz,E-Class,2022,63231,Hatchback,Petrol,Automatic,3.5,257,5,26,4,"Leather Seats, Android Auto, Cruise Control, Heated Seats, Apple CarPlay",The 2022 Mercedes-Benz E-Class is a premium Hatchback offering exceptional performance and modern features like Leather Seats and Android Auto.
428,Audi,A6,2019,64429,Sedan,Hybrid,Manual,1.3,154,5,23,3,"Blind Spot Monitor, Heated Seats, Android Auto",The 2019 Audi A6 is a premium Sedan offering exceptional performance and modern features like Blind Spot Monitor and Heated Seats.
429,Honda,Civic,2021,35086,Luxury,Petrol,Automatic,1.9,196,5,24,3,"Blind Spot Monitor, Backup Camera, Apple CarPlay",The 2021 Honda Civic is a premium Luxury offering exceptional performance and modern features like Blind Spot Monitor and Backup Camera.
430,Hyundai,Ioniq 5,2020,38894,Sedan,Electric,Automatic,0.0,575,5,118,5,"Bluetooth, Android Auto, Apple CarPlay, Navigation System, Sunroof",The 2020 Hyundai Ioniq 5 is a premium Sedan offering exceptional performance and modern features like Bluetooth and Android Auto.
431,Audi,A4,2019,70192,Sedan,Petrol,Automatic,2.9,568,5,32,3,"Android Auto, Bluetooth, Navigation System, Heated Seats, Apple CarPlay, Blind Spot Monitor",The 2019 Audi A4 is a premium Sedan offering exceptional performance and modern features like Android Auto and Bluetooth.
432,Tesla,Model 3,2020,54916,Sedan,Electric,Automatic,0.0,758,5,91,5,"Cruise Control, Bluetooth, Leather Seats, Sunroof",The 2020 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Cruise Control and Bluetooth.
433,Audi,A4,2020,74230,Luxury,Petrol,Automatic,3.6,165,5,35,4,"Bluetooth, Leather Seats, Blind Spot Monitor, Heated Seats, Sunroof, Cruise Control",The 2020 Audi A4 is a premium Luxury offering exceptional performance and modern features like Bluetooth and Leather Seats.
434,Mercedes-Benz,GLE,2020,62241,Coupe,Petrol,Automatic,1.4,337,4,44,4,"Apple CarPlay, Leather Seats, Navigation System, Backup Camera, Android Auto, Heated Seats",The 2020 Mercedes-Benz GLE is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Leather Seats.
435,Toyota,Camry,2023,41440,Luxury,Petrol,Automatic,3.0,449,5,30,4,"Blind Spot Monitor, Heated Seats, Backup Camera, Navigation System, Sunroof, Leather Seats",The 2023 Toyota Camry is a premium Luxury offering exceptional performance and modern features like Blind Spot Monitor and Heated Seats.
436,Toyota,Corolla,2024,46352,Sedan,Petrol,Automatic,4.0,295,5,25,3,"Android Auto, Bluetooth, Navigation System, Apple CarPlay",The 2024 Toyota Corolla is a premium Sedan offering exceptional performance and modern features like Android Auto and Bluetooth.
